publication,title,price,image_urls,state,link,address,lat,lng,size,desc
24-03-2013,"Apartamento T1, Ref: APA_1855",450 €,"http://images.egorealestate.com/640x480/ea3c0300-0000-0500-0000-0000001df9a5.jpg,http://images.egorealestate.com/640x480/ea3c0300-0000-0500-0000-0000001df9a6.jpg,http://images.egorealestate.com/640x480/ea3c0300-0000-0500-0000-0000001df9a7.jpg,http://images.egorealestate.com/640x480/ea3c0300-0000-0500-0000-0000001df9a8.jpg,http://images.egorealestate.com/640x480/ea3c0300-0000-0500-0000-0000001df9a9.jpg",Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Santo-Condestavel-Campo-de-Ourique-perto.Policia,Transportes-Publicos,Centro-da-Cidade,Escola,Hospital-tem.Mobilado,Terraco-ea2a6e24-94da-11e2-a51e-000c29fedca9.html?pn=10","Campo de Ourique - Santo Condestável, Lisboa",38.714385,-9.169142,T1," Óptimo apartamento de 2 assoalhadas, num rés do chão, mobilado ou não e equipado, com terraço de 16m2 em zona calma perto dos Prazeres. Para mais informações contacte 218939090 "
15-05-2012,"Apartamento T1, Ref: 1470",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/48091659.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091662.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091675.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091679.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091668.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091689.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091692.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091696.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091704.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091711.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091715.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/48091721.jpg",Recuperado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Anjos-Bairro-das-Colonias-tem.Marquise-f872d62f-bc9a-4881-a9fd-23d85f9d830e.html?pn=11,"Bairro das Colónias - Anjos, Lisboa",38.7978096,-9.3734709,T1," Apartamento T1 no Bairro das Colonias, sala19 m2, quarto interior 12m2, cozinha 13m2, marquise 6m2, totalmente remodelado. Trata 919079579.Mais imovei em www.area-central.com "
19-07-2012,"Apartamento T1, Ref: SL214",425 €,"http://imagens.casa.sapo.pt/imoveis/640x480/49001678.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001679.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001680.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001681.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001682.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001683.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001684.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001685.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001686.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001687.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001688.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001689.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49001690.jpg",Usado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Beato-Xabregas-72c15eff-71f6-4004-90d2-335dac1049dd.html?pn=11,"Xabregas - Beato, Lisboa",38.7285911,-9.1101538,T1," Apartamento recente, kitchenette equipada com fogão, frigorifico e esquentador, bem situado, transportes publicos à porta, acesso fácil ao Parque das Nações ou ao Centro de Lisboa. Exigimos Fiadores. Para visitar ligue: 21 796 94 70 / 96 355 44 46, visite a nossa página WWW.SIMETUR.COM "
24-03-2013,"Apartamento T1+1, Ref: APA_1887",400 €,"http://images.egorealestate.com/640x480/703a0300-0000-0500-0000-0000001de47b.jpg,http://images.egorealestate.com/640x480/703a0300-0000-0500-0000-0000001de47c.jpg,http://images.egorealestate.com/640x480/703a0300-0000-0500-0000-0000001de47d.jpg,http://images.egorealestate.com/640x480/703a0300-0000-0500-0000-0000001de47e.jpg,http://images.egorealestate.com/640x480/703a0300-0000-0500-0000-0000001de47f.jpg",Recuperado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Encarnacao-Bairro-Alto-tem.Cozinha-Equipada-d6224138-94a1-11e2-a51e-000c29fedca9.html?pn=10,"Bairro Alto - Encarnação, Lisboa",38.710577,-9.1504809,T1+1," Apartamento com 2+1 Assoalhadas num rés do chão. Remodelado. Acabamentos e equipamentos: Pavimento em cerâmico, cozinha equipada com forno, placa, exaustor e esquentador. Áreas e descrição aproximadas: Sala (18m2); Quarto (12m2); Quarto Interior (11m2); Cozinha (10m2); 1 WC Completo com poliban. "
19-02-2013,"Apartamento T1, Ref: AP1146",400 €,,Recuperado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Benfica-Benfica-tem.Cozinha-Equipada-05e5af68-bdcc-4ad4-b498-558ab760d82c.html?pn=11,"Benfica - Benfica, Lisboa",38.7510779,-9.2025972,T1," Apartamento remodelado, sem cozinha equipada. Tem elevador. "
27-09-2012,"Apartamento T1, Ref: 2196",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/49883155.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49883156.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49883157.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49883158.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/49883159.jpg",Recuperado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Penha-de-Franca-Penha-de-Franca-tem.Comercio-38300554-61a7-4be6-b458-b042249cb07a.html?pn=11,"Penha de França - Penha de França, Lisboa",38.730393,-9.1313446,T1," Apartamento recuperado recentemente, cozinha semi-equipada.Localização junto à Igreja da Penha de França, próximo de comércio e transportes. Consulte este e outros imóveis em www.nobrelopes.com "
20-11-2012,"Apartamento T1, Ref: AL01548",450 €,,Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Merces-Principe-Real-tem.Mobilado,Comercio,Cozinha-Equipada-2a09495f-ef7c-4cfd-b6a5-66164bd92ac3.html?pn=11","Príncipe Real - Mercês, Lisboa",38.716185,-9.148143,T1," APARTAMENTO EM BOM ESTADO, PRÓXIMO DA PRAÇA DAS FLORES, MOBILADO E COZINHA EQUIPADA, TRANSPORTES E COMÉRCIO PRÓXIMOS. PARA MAIS INFORMAÇÕES CONTACTAR : 213 621 680; 918 693 498. "
23-11-2012,"Apartamento T0, Ref: MLXU7525",350 €,"http://imagens.casa.sapo.pt/imoveis/640x480/50681209.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/50681213.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/50681214.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/50681215.jpg",Usado,http://casa.sapo.pt/Apartamento-T0-Alugar-Lisboa-Santo-Estevao-Alfama-d799aab9-bc80-495c-a36c-0ac5bab39747.html?pn=11,"Alfama - Santo Estevão, Lisboa",38.711204,-9.127723,T0," MLXU7525 - T0 no histórico Bairro de Alfama.,Sala de 17m2, cozinha semi-equipada e w.c.,Marque a sua visita!,Para mais informações contacte: 21 726 53 24, 96 350 59 07 ou 96 602 49 86.,MediPred – Soluções Globais em Imobiliária – Visite-nos em WWW.MEDIPRED.PT "
23-11-2012,"Apartamento T0, Ref: MLXU7526",400 €,"http://imagens.casa.sapo.pt/imoveis/640x480/50681216.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/50681220.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/50681221.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/50681222.jpg",Usado,http://casa.sapo.pt/Apartamento-T0-Alugar-Lisboa-Santo-Estevao-Alfama-tem.Varanda-a42bba9f-4a9a-4f9a-96af-7717f49ab93b.html?pn=11,"Alfama - Santo Estevão, Lisboa",38.711204,-9.127723,T0," MLXU7526 - T0 no histórico Bairro de Alfama.,Sala de 17m2, cozinha semi-equipada, w.c. e Varanda.,Marque a sua visita!,Para mais informações contacte: 21 726 53 24, 96 350 59 07 ou 96 602 49 86.,MediPred – Soluções Globais em Imobiliária – Visite-nos em WWW.MEDIPRED.PT "
03-12-2012,"Apartamento T2, Ref: 2802",450 €,,Usado,http://casa.sapo.pt/Apartamento-T2-Alugar-Lisboa-Benfica-Benfica-com.Varanda-e06ad0d2-c629-432d-b72b-efe9ae042cd7.html?pn=11,"Benfica - Benfica, Lisboa",38.7510779,-9.2025972,T2, 
01-06-2012,"Apartamento T2, Ref: RE-1212AA",420 €,,Usado,http://casa.sapo.pt/Apartamento-T2-Alugar-Lisboa-Ajuda-Ajuda-tem.Varanda-db16b96b-f096-4a1f-a762-4c73287e2eff.html?pn=11,"Ajuda - Ajuda, Lisboa",38.7037803,-9.1947285,T2," Apartamento sem mobília de 3 assoalhadas localizado na Ajuda em prédio da década de 60, com varanda, cozinha sem electrodomésticos e 1 wc. É um 3 piso sem elevador. Ideal para estudantes. "
01-02-2013,"Apartamento T1, Ref: lis2012103",450 €,"http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037c194.jpg,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b002.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b003.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b004.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b005.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b006.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b007.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b008.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b009.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b00a.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b00b.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b00c.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b00d.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b00e.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b00f.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b010.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b011.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b012.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b013.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b014.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b015.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b016.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b017.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b018.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b019.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b01a.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b01b.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b01c.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b01d.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b01e.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b01f.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b020.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b021.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b022.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b023.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b024.JPG,http://images.egorealestate.com/640x480/e30e0200-0000-0500-0000-00000037b025.JPG",Usado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Graca-Largo-da-Graca-tem.Mobilado-5c942488-6cbc-11e2-bde4-000c29fedca9.html?pn=11,"Largo da Graça - Graça, Lisboa",38.717235,-9.129801,T1," Arrenda-se T1 mobilado e equipado, junto ao Largo da Graça, em Lisboa, com quarto com duas camas individuais. "
27-04-2012,"Apartamento T2, Ref: AL01337",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/47870282.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47870284.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47870285.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47870286.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47870288.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47870289.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47870292.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47870294.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47870296.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/47740917.jpg",Usado,http://casa.sapo.pt/Apartamento-T2-Alugar-Lisboa-Campolide-Arco-do-Carvalhao-c0bbe3bb-ac99-47a1-8a2a-b62f49c5cd78.html?pn=12,"Arco do Carvalhão - Campolide, Lisboa",38.7213483,-9.1684868,T2," 3 ASS. EM BOM ESTADO , PRÉDIO DE PLACA , S/ELEVADOR, SEM MOBÍLIA E SEM EQUIPAMENTO NA COZINHA, PARA MAIS INFORMAÇÕES CONTACTAR : 213 621 680; 965 056 082; 917 702 716 (TMN). "
29-01-2013,"Apartamento T1, Ref: AR03/3783",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/51636924.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51636931.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51636933.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51636936.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51636938.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51636940.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51636942.jpg",Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Anjos-Bairro-das-Colonias-tem.Escolas,Comercio,Marquise,Varanda-f7146abb-7c4f-4b21-a7b4-0e9a795de96d.html?pn=11","Bairro das Colónias - Anjos, Lisboa",38.7978096,-9.3734709,T1," Apartamento T1 com 55m2 de área. Composto por sala de 17m2, quarto de 12m2 (interior), cozinha sem qualquer equipamento com marquise , wc completo e uma pequena varanda. Pavimento em tábua corrida envernizada e mosaico. Sito no R/c de prédio de 3 pisos, 2 frações por piso, sem elevador. Boa localização em zona bem servida de tranportes, comércio, serviços, escolas. Para aceder a mais fotos e informação deste e outros imóveis visite-nos em www.abra.com.pt "
05-02-2013,"Apartamento T1+1, Ref: A1502",425 €,"http://imagens.casa.sapo.pt/imoveis/640x480/51744374.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744375.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744376.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744377.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744378.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744379.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744380.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744381.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744382.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744383.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744384.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51744385.jpg",Recuperado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Sao-Vicente-de-Fora-Alfama-b0cf221d-2402-418b-ba82-2ca9100b46e6.html?pn=11,"Alfama - São Vicente de Fora, Lisboa",38.711204,-9.127723,T1+1," Sala, 2 quartos comunicantes, casa de banho, cozinha "
06-02-2013,"Apartamento T1, Ref: CMC1177-",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/51771700.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51771706.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51771708.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51771714.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51771718.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51771720.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51771723.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51771726.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/51771728.jpg",Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Ajuda-Ajuda-tem.Varanda,Marquise-9a784f89-5cc4-4a6a-8c23-f209cea3c348.html?pn=11","Ajuda - Ajuda, Lisboa",38.7037803,-9.1947285,T1," Apartamento de 2 assoalhadas, sem mobilia nem equipamento de cozinha. Sala com marquise, Quarto com varanda, Cozinha com despensa e varanda e Casa-de-Banho. 2º andar sem elevador em prédio de placa. Entre a Calçada da Ajuda e a Boa-Hora.Sem mobilia e cozinha sem equipamento. Muita luz. "
08-02-2013,"Apartamento T1, Ref: 1659-00312",450 €,"http://images.egorealestate.com/640x480/4d190200-0000-0500-0000-000000152965.jpg,http://images.egorealestate.com/640x480/4d190200-0000-0500-0000-000000152966.jpg,http://images.egorealestate.com/640x480/4d190200-0000-0500-0000-000000152967.jpg,http://images.egorealestate.com/640x480/4d190200-0000-0500-0000-000000152968.jpg,http://images.egorealestate.com/640x480/4d190200-0000-0500-0000-000000152969.jpg,http://images.egorealestate.com/640x480/4d190200-0000-0500-0000-00000015296a.jpg",Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Sao-Francisco-Xavier-tem.Comercio,Hospital,Escolas-0d35730e-7240-11e2-bde4-000c29fedca9.html?pn=11","São Francisco Xavier, Lisboa",38.7252993,-9.1500364,T1," T1 em Zona previlegiada no Restelo, envolvente de espaços verdes, comércio, serviços, hospital e escolas. A minutos do Rio e Espaço Histórico, Reabilitado e Equipado. www.century21.pt/arteria Tel.: 21 301 82 03 "
31-01-2012,"Apartamento T1, Ref: PB - 1422",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/46261273.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/46261274.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/46261271.jpg",Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Campo-Grande-Entrecampos-tem.Transportes-publicos,Estacionamento-fec1bb65-43bc-427b-a360-c072753d811e.html?pn=12","Entrecampos - Campo Grande, Lisboa",38.748465,-9.148547,T1," Apartamento T1 remodelado, em rés-do-chão, a estrear, com possibilidade de estacionamento (a negociar), zona calma, servida por transportes públicos (metro, carris e comboio). O imóvel tem muita luz natural e é constituído por: sala com Kitchenette (20m2) equipada com: fogão, frigorífico, máquina de lavar roupa e termo acumulador; 1 quarto (8m2); 1 WC completo com base de chuveiro (3m2). Veja este e outros imóveis em www.steplux.com Marque já a sua visita! "
26-03-2013,"Apartamento T1, Ref: 121801135-12",350 €,"http://imagens.casa.sapo.pt/imoveis/640x480/52740159.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740162.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740168.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740172.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740174.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740176.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740180.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740184.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740185.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740186.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52740192.jpg",Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Santo-Condestavel-Campo-de-Ourique-tem.Jardim,Mobilado,Cozinha-Equipada,Comercio-ec751f1a-3e15-403b-9d95-71b7df39db54.html?pn=10","Campo de Ourique - Santo Condestável, Lisboa",38.714385,-9.169142,T1," Apartamento T1 (Águas-Furtadas) em Campo de Ourique, junto ao Jardim da Parada. Muito bem localizado, perto de transportes, de comércio e de todo o tipo de serviços. Mobilado, mas com a opção de retirar mobílias caso se pretenda. Bastante luminosidade. Cozinha equipada (máquina de lavar roupa, fogão, esquentador, microondas, cafeteira eléctrica e máquina de café). Gás de botija. Bom estado de conservação. 3º andar sem elevador. VISITAS A PARTIR DE 31 DE MARÇO 213 "
18-02-2013,"Apartamento T1, Ref: 274 (3)",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/52059448.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52059445.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52059447.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52059449.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52059451.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52059454.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/52059455.jpg",Usado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Encarnacao-Bairro-Alto-tem.Cozinha-Equipada-fee1c046-7e2e-4d23-8190-c881ed039266.html?pn=11,"Bairro Alto - Encarnação, Lisboa",38.710577,-9.1504809,T1," Apartamento de 2 ass., localizado em rua fora do circuito nocturno, junto à Igreja de São Roque. Edificio e apartamento em excelente estado de conservação e com gás canalizado. Cozinha equipada com fogão, exaustor, esquentador e máq roupa.,Disponivel para ocupação imediata.,Para mais informações: 962288057 "
15-04-2013,"Apartamento T1, Ref: CMC1141-",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/53090048.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53090053.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53090059.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53090068.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53090072.jpg",Usado,http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Anjos-Almirante-Reis-tem.Hall-de-Entrada-b29300c0-3956-454f-a750-7810c01627b0.html?pn=9,"Almirante Reis - Anjos, Lisboa",38.7311266,-9.1344953,T1," Apartamento, composto por Sala, Quarto, Cozinha, W.c. e Hall de entrada. Apartamento com bonito chão envernizado. Muita Luz. Prédio com elevador. Junto a transportes e Metro. Pede-se Fiador. "
17-04-2013,Apartamento T2,400 €,"http://images.imoguia.com/I/Classified/640x480/9b706643-190b-47bf-977c-496ea59b8aa0.jpg,http://images.imoguia.com/I/Classified/640x480/72e54f60-b4ce-437d-ab5c-6193639f4c0b.jpg,http://images.imoguia.com/I/Classified/640x480/b90ca367-dffb-40b7-8dd7-85f1af008723.jpg,http://images.imoguia.com/I/Classified/640x480/3f1da16e-3739-47b5-ae96-2710a8eca823.jpg,http://images.imoguia.com/I/Classified/640x480/ab6058fc-d893-4888-b198-26c8cc6a9bde.jpg,http://images.imoguia.com/I/Classified/640x480/d1a7f9a2-5f75-412c-9554-4955d427ecdf.jpg,http://images.imoguia.com/I/Classified/640x480/d1bf5f30-46ed-4837-9f93-dd44f20265e5.jpg,http://images.imoguia.com/I/Classified/640x480/04cd5ee5-2c4b-4d22-94c3-4d7b47fa95a0.jpg",Recuperado,"http://casa.sapo.pt/Apartamento-T2-Alugar-Lisboa-Alcantara-Alcantara-perto.Transportes-Publicos,Hospital,Escola-tem.Vista-para-Rio,Varandas-841e9173-efa2-449a-a24e-254e0fc98608.html?pn=9","Alcântara - Alcântara, Lisboa",38.7021963,-9.17166,T2," Apartamento T2 em Alcantara, muito bem localizado, zona nobre, composto por sala e dois quartos, cozinha, vista desafogada, totalmente remodelado. Sem mobília, entrada imediata, chave na mão. Edifício alvo de remodelação recente, gás natural, fibra óptica, dois elevadores, Apartamento muito central, em plena Rua Luis de Camões, junto ao Comércio, Restauração, Bancos, Farmácia, Supermercado, Transportes Públicos, Estação de Correio, Posto de Saúde, Espaços Verdes, Universidade, etc.... ,Contacto D. Isabel telefone 915023060 ou email infobenfica523@gmail.com"
29-04-2013,"Apartamento T0, Ref: 9707",300 €,"http://imagens.casa.sapo.pt/imoveis/640x480/53299307.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53299308.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53299309.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53299310.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53299311.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53299312.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53299313.jpg",Recuperado,http://casa.sapo.pt/Apartamento-T0-Alugar-Lisboa-Sao-Joao-Av.-Afonso-III-com.Terraco-tem.Comercio-e9a5ac3c-f6b3-4107-a630-38e81b6978af.html?pn=8,"Av. Afonso III - São João, Lisboa",38.7265007,-9.1189019,T0," Apartamento T0 em Lisboa junto à Av. Afonso III, remodelado, em cave com muita luz. Próximo de transportes e comércio geral. Boa oportunidade. Para mais informações contacte-nos Telfs. 217816920 / 919889964 "
26-04-2013,"Apartamento T1, Ref: 122481002-378",450 €,"http://imagens.casa.sapo.pt/imoveis/640x480/53280757.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280759.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280760.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280761.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280762.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280763.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280764.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280765.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280766.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280767.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280768.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280769.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280770.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280771.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280773.jpg,http://imagens.casa.sapo.pt/imoveis/640x480/53280774.jpg",Usado,"http://casa.sapo.pt/Apartamento-T1-Alugar-Lisboa-Anjos-Almirante-Reis-tem.Comercio,Transportes-publicos-6aebc542-a264-498d-873e-3d4da32bf42c.html?pn=8","Almirante Reis - Anjos, Lisboa",38.7311266,-9.1344953,T1," AMI 7583,Apartamento T1 recentemente remodelado. Zona muito central e calma com todos os transportes públicos à porta. Junto a todo o tipo de comércio pode facilmente fazer as suas compras sem utilizar o automóvel. A casa está semi-mobilada tanto no quarto como na sala. A cozinha encontra-se equipada com todos os electrodomésticos. Conta ainda com uma casa de banho completa e uma dispensa com muita arrumação. Os contadores estão ligados e a casa está pronta a entrar. Ligue, visite e instale-se hoje mesmo. "
